anime_title,description,anilist_id,tag_names
放課後さいころ倶楽部,"During a beautiful spring day in Kyoto, Aya and Miki follow the student council president Midori to a board game shop. The three students end up discovering a German board game that causes them to realize their shared passion for games. In the coming days, many more board games will be found and played! <br><br>nn(Source: Crunchyroll)n",104115,"Bar, Board Game, Bullying, Card Battle, Chibi, Cute Girls Doing Cute Things, Delinquents, Educational, Female Protagonist, Foreign, Gambling, Mahjong, Maids, Otaku Culture, Poker, Primarily Female Cast, Primarily Teen Cast, School, School Club, Shogi, Shounen, Software Development, Work"
スタンドマイヒーローズ PIECE OF TRUTH,"Based on the mobile game of the same name.<br><br>As a new agent for STAND, Rei Izumi scouts for the most qualified of investigators to create dedicated teams of heroes. Their assignment is to shield the citizens of Tokyo from the dangerous drugs that are now flooding its streets.<br><br>(Source: Amazon)",104158,"Crime, Detective, Drugs, Female Protagonist, Heterosexual, Male Harem, Police, Primarily Adult Cast, Primarily Male Cast"
アズールレーン,"Azur Lane, a combination of all the different Camps in the world, was once successful in repelling the underwater menace, the Siren. Now splintered, they must face a new threat in Red Axis, former allies who crave to wield this otherworldly Siren technology for their own nefarious desires! Who will be victorious in the never-ending war between these battleship girls!?<br>n<br>n(Source: Funimation)",104159,"Aliens, CGI, Cute Girls Doing Cute Things, Ensemble Cast, Female Protagonist, Kemonomimi, Kuudere, Maids, Military, Nudity, Primarily Female Cast, Ships, War"
ご注文はうさぎですか？ BLOOM,"The third season of <i>Gochuumon wa Usagi desu ka?</i><br>n<br>nAs summer turns to autumn, the colorful Rabbit House regulars return to serve up warm treats and tasty drinks at the Rabbit House café — along with a heaping helping of adorable antics and cute capers, of course!<br>n<br>n(Source: HIDIVE)",104198,"Coming of Age, Cute Girls Doing Cute Things, Female Protagonist, Magic, Maids, Primarily Female Cast, Primarily Teen Cast, Seinen, Tsundere, Work"
なむあみだ仏っ！-蓮台 UTENA-,"The story follows the Thirteen Buddha, along with Taishakuten and Bonten, who must confront the evil Māra. Māra seeks revenge against Shaka Nyorai, who had previously saved the world from suffering and conflict by achieving enlightenment.n<br><br>n(Source: Anime News Network)",104212,"Cute Boys Doing Cute Things, Gods, Historical, Male Protagonist, Primarily Male Cast"
魔王様、リトライ!,"The story centers on Akira Ono, a regular guy who works at a company that manages an online game. He often plays the game as his character ""Maou"" (Dark Lord). But one day, when he logs on, he is whisked into the game's fantasy world as his character. There, he meets a one-legged girl, and begins his adventures alongside her. But as he is a powerful ""Dark Lord,"" various nations and holy maidens journey to defeat him, and he stirs up trouble everywhere he goes.<br><br>nn(Source: Anime News Network)",104252,"Anti-Hero, Chuunibyou, Crossdressing, Demons, Female Harem, Isekai, Kemonomimi, Male Protagonist, Parody, Primarily Female Cast, Shapeshifting, Tsundere"
荒野のコトブキ飛行隊,"The story takes place in a barren frontier where people trade goods with each other in order to help each other survive. The Kotobuki Squadron are bodyguards for hire, led by a strict but beautiful squadron leader, an unreliable commanding officer, and a true artisan of a crew chief. Alongside pilots who don't lack for personality, they take to the air in dogfights, letting the engine noise of their Hayabusa fighters ring out in the skies.<br><br>nn(Source: Anime News Network)",104253,"Alternate Universe, Aviation, CGI, Cute Girls Doing Cute Things, Episodic, Female Protagonist, Full CGI, Guns, Military, Post-Apocalyptic, Primarily Female Cast"
僕のヒーローアカデミア４,"The villain world teeters on the brink of war now that All For One is out of the picture. Shigaraki of the League of Villains squares off with Overhaul of the yakuza, vying for total control of the shadows. Meanwhile, Deku gets tangled in another dangerous internship as he struggles to keep pace with his upperclassman—Mirio.<br><br>(Source: Crunchyroll)",104276,"Band, Bisexual, Boarding School, Crime, Cultivation, Delinquents, Drugs, Ensemble Cast, Espionage, Female Protagonist, Gangs, Heterosexual, Male Protagonist, Nudity, Philosophy, Police, Primarily Male Cast, Primarily Teen Cast, School, Shounen, Super Power, Superhero, Terrorism, Tomboy, Tragedy, Transgender, Urban Fantasy, Yakuza"
推しが武道館いってくれたら死ぬ,"Passionate music-lover Eripiyo only wants to see her favorite underground pop group, ChamJam, make it to the big stage at Budokan. Because they’ve enriched her life by their very existence, Eri is willing to dedicate everything she has to see this dream fulfilled – even her health. At their last performance she got a crazy nosebleed. Hey, no one said being a super-fan was easy!<br><br>(Source: Crunchyroll)",104391,"Female Protagonist, Idol, Otaku Culture, Primarily Female Cast, Seinen, Work, Yuri"
ゆるキャン△ SEASON２,"Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house.<br>n<br>nWhat is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way.<br>n<br>n(Source: MAL Rewrite)",104459,"Coming of Age, Cute Girls Doing Cute Things, Educational, Ensemble Cast, Episodic, Female Protagonist, Food, Iyashikei, Kuudere, Mopeds, Motorcycles, Outdoor, Primarily Female Cast, Primarily Teen Cast, Rural, School Club, Seinen"
とある科学の超電磁砲T,"The third season of <i>Toaru Kagaku no Railgun</i>.<br></br>nnThe Daihasei Festival has begun, and that of course means that Tokiwadai Middle School—a prestigious all-girls' middle school—is competing too. Despite the participation of the ""Ace of Tokiwadai,"" Mikoto Misaka, the other students who are participating are still putting their utmost effort into winning, no matter how impossible the feat may seem against her might.<br></br>nnHowever, not all is fun and games. Due to the festival, Academy City opens to the outside world, and various factions have begun plotting ways to infiltrate the city. Misaka appears to be on their radar, and as the festival proceeds, people lurking from the shadows begin to emerge...<br></br>nnToaru Kagaku no Railgun T brings back the Tokiwadai Ace and her friends as they dive deeper into the dark side of Academy City. From terrorist attacks to ruthless underground projects, anything is possible in this city.<br></br>nn(Source: MAL Rewrite)",104462,"Artificial Intelligence, Bisexual, Clone, College, Cute Girls Doing Cute Things, Dragons, Ensemble Cast, Female Protagonist, Kaiju, Memory Manipulation, Primarily Female Cast, School, Shounen, Super Power, Superhero, Tsundere, Urban Fantasy"
とある科学の一方通行【アクセラレータ】,"The espers of Academy City are classified into six levels, where ""Level 0"" lacks power while ""Level 5"" possesses an overwhelming amount. Of the several million espers residing in Academy City, only seven of them have attained Level 5, and ranked highest among them is the one known as Accelerator.<br><br>nnToaru Kagaku no Accelerator focuses on the strongest Level 5 after he protects the cheerful Last Order at the price of much of his power. Recovering at the hospital, Accelerator has led a relatively quiet life until he ends up saving the life of Estelle Rosenthal, a mysterious girl carrying a photo of Last Order. Unfortunately, Accelerator now finds himself dragged into a new conflict in the form of a sinister organization called Disciplinary Action which plots to use Last Order for a dangerous mission. Now that they have set their plan into motion and are in pursuit of the young girl, it's up to the world's most powerful esper and his newfound companion to protect Last Order and defend Academy City in the process.<br><br>nn(Source: MAL Rewrite)",104463,"Anti-Hero, Artificial Intelligence, Conspiracy, Crime, Gore, Guns, Magic, Male Protagonist, Military, Necromancy, Robots, School, Shounen, Super Power, Urban Fantasy"
俺を好きなのはお前だけかよ,"Amatsuyu ""Joro"" Kisaragi finds himself in a rather delightful situation, two lovely girls asked him out on a date in the same week. Little does he know he's not the actual target of their love, instead, he ends up as a love consultant forced to juggle a web of relationships more complex than initially thought. nnn",104464,"Anti-Hero, Baseball, Bullying, Detective, Female Harem, Heterosexual, Love Triangle, Male Harem, Male Protagonist, Meta, Parody, Primarily Female Cast, Revenge, School, Tsundere"
進撃の巨人３ Part.2,"The battle to retake Wall Maria begins now! With Eren’s new hardening ability, the Scouts are confident they can seal the wall and take back Shiganshina District. If they succeed, Eren can finally unlock the secrets of the basement—and the world. But danger lies in wait as Reiner, Bertholdt, and the Beast Titan have plans of their own. Could this be humanity’s final battle for survival?<br>n<br>n(Source: Funimation)",104578,"Anti-Hero, Baseball, CGI, Class Struggle, Conspiracy, Dissociative Identities, Drugs, Dystopian, Ensemble Cast, Espionage, Gore, Kaiju, Kuudere, Male Protagonist, Matriarchy, Memory Manipulation, Military, Monster Boy, Mythology, Philosophy, Primarily Adult Cast, Primarily Male Cast, Revenge, Shapeshifting, Shounen, Steampunk, Super Power, Survival, Swordplay, Tragedy, War"
